session_id,user_id,session_start,events,failed_events,score
u0244::2025-01-25,u0244,2025-01-25 03:02:00,3,0,30.525357919407774
u0083::2025-01-24,u0083,2025-01-24 07:55:00,8,0,30.360660476405464
u0216::2025-01-01,u0216,2025-01-01 10:28:00,3,2,30.330201767635327
u0026::2025-01-22,u0026,2025-01-22 00:45:00,13,0,30.19006983600362
u0237::2025-01-19,u0237,2025-01-19 11:32:00,7,1,29.980422147145195
u0142::2025-01-25,u0142,2025-01-25 09:16:00,5,1,29.96097266143315
u0139::2025-01-25,u0139,2025-01-25 01:13:00,11,2,29.90115708240426
u0186::2025-01-27,u0186,2025-01-27 03:01:00,11,0,29.77789031066805
u0124::2025-01-28,u0124,2025-01-28 03:19:00,11,2,29.40050441432563
u0235::2025-01-23,u0235,2025-01-23 02:05:00,13,0,29.381967292227728
u0064::2025-01-27,u0064,2025-01-27 00:18:00,11,2,29.296823474800277
u0056::2025-01-27,u0056,2025-01-27 06:53:00,9,2,29.294571289946628
u0240::2025-01-30,u0240,2025-01-30 01:20:00,2,1,29.259856376515334
u0048::2025-01-05,u0048,2025-01-05 07:45:00,2,1,29.187258661446002
u0149::2025-01-22,u0149,2025-01-22 01:21:00,9,3,29.142446782718388
u0038::2025-01-25,u0038,2025-01-25 01:52:00,10,2,29.134521571881947
u0180::2025-01-26,u0180,2025-01-26 02:38:00,10,2,29.12555771377773
u0163::2025-01-28,u0163,2025-01-28 03:43:00,3,2,29.103182817113304
u0164::2025-01-07,u0164,2025-01-07 01:46:00,2,0,29.057174373550254
u0201::2025-01-20,u0201,2025-01-20 00:35:00,11,2,28.973027022715687
u0091::2025-01-20,u0091,2025-01-20 08:31:00,9,2,28.853178482151137
u0165::2025-01-15,u0165,2025-01-15 07:45:00,11,2,28.78265050071551
u0196::2025-01-31,u0196,2025-01-31 06:52:00,2,1,28.64916373755536
u0145::2025-01-15,u0145,2025-01-15 04:28:00,8,3,28.551080991327773
u0185::2025-01-20,u0185,2025-01-20 04:27:00,10,2,28.433214225426113
u0105::2025-01-20,u0105,2025-01-20 06:40:00,12,1,28.38018076782112
u0029::2025-01-01,u0029,2025-01-01 11:40:00,2,0,28.299865672857766
u0161::2025-01-21,u0161,2025-01-21 01:52:00,8,3,28.265216174520525
u0073::2025-01-11,u0073,2025-01-11 16:12:00,2,0,28.197793496375294
u0051::2025-01-08,u0051,2025-01-08 16:21:00,3,0,28.093323580011546
u0149::2025-01-20,u0149,2025-01-20 01:27:00,11,2,28.035325239983827
u0097::2025-01-26,u0097,2025-01-26 02:35:00,10,1,27.903827464604042
u0165::2025-01-16,u0165,2025-01-16 03:36:00,6,2,27.899134146433553
u0143::2025-01-20,u0143,2025-01-20 18:22:00,2,1,27.888291977744792
u0246::2025-01-26,u0246,2025-01-26 13:36:00,4,1,27.829440683773218
u0076::2025-01-30,u0076,2025-01-30 03:07:00,6,2,27.772872838015974
u0112::2025-01-23,u0112,2025-01-23 04:22:00,11,2,27.702496401463385
u0230::2025-01-22,u0230,2025-01-22 02:06:00,3,2,27.610225466084746
u0041::2025-01-03,u0041,2025-01-03 02:43:00,6,2,27.60781300921718
u0105::2025-01-14,u0105,2025-01-14 10:15:00,2,1,27.502063628832023
u0002::2025-01-18,u0002,2025-01-18 03:14:00,5,3,27.467583714512948
u0005::2025-01-21,u0005,2025-01-21 01:00:00,5,3,27.465383070166567
u0100::2025-01-10,u0100,2025-01-10 00:00:00,7,0,27.400904715819905
u0237::2025-01-25,u0237,2025-01-25 02:02:00,6,3,27.372324209514623
u0019::2025-01-03,u0019,2025-01-03 08:01:00,2,0,27.207733327310237
u0184::2025-01-04,u0184,2025-01-04 01:48:00,2,1,27.093006260150467
u0047::2025-01-04,u0047,2025-01-04 05:02:00,2,0,26.893035466926428
u0158::2025-01-28,u0158,2025-01-28 02:42:00,10,2,26.758467828777132
u0145::2025-01-29,u0145,2025-01-29 02:09:00,6,3,26.72596173822402
u0211::2025-01-17,u0211,2025-01-17 00:45:00,11,1,26.667277101894758
u0017::2025-01-26,u0017,2025-01-26 00:00:00,9,2,26.655888322462957
u0028::2025-01-11,u0028,2025-01-11 15:13:00,4,1,26.653892417941545
u0227::2025-01-22,u0227,2025-01-22 00:01:00,10,1,26.602547836222907
u0029::2025-01-02,u0029,2025-01-02 04:15:00,6,1,26.56019883727511
u0122::2025-01-31,u0122,2025-01-31 03:16:00,2,0,26.536779290109887
u0013::2025-01-01,u0013,2025-01-01 11:35:00,2,1,26.508164773575285
u0031::2025-01-30,u0031,2025-01-30 00:28:00,12,1,26.492444518649833
u0087::2025-01-20,u0087,2025-01-20 00:27:00,8,2,26.45661347668425
u0003::2025-01-28,u0003,2025-01-28 00:32:00,8,1,26.265456976748077
u0092::2025-01-18,u0092,2025-01-18 21:26:00,3,0,26.15842603591317
u0000::2025-01-13,u0000,2025-01-13 02:10:00,2,0,26.11950318977627
u0185::2025-01-18,u0185,2025-01-18 00:17:00,12,1,26.115213720302
u0008::2025-01-23,u0008,2025-01-23 03:14:00,6,0,26.0983665416717
u0189::2025-01-27,u0189,2025-01-27 06:12:00,8,2,26.08477036099282
u0186::2025-01-20,u0186,2025-01-20 00:33:00,12,0,26.030723320550848
u0032::2025-01-04,u0032,2025-01-04 03:14:00,2,1,26.00965651783792
u0089::2025-01-27,u0089,2025-01-27 00:09:00,12,0,26.004288685376835
u0104::2025-01-19,u0104,2025-01-19 00:03:00,10,2,25.972068215412435
u0065::2025-01-28,u0065,2025-01-28 02:05:00,2,1,25.9515981353305
u0081::2025-01-22,u0081,2025-01-22 00:15:00,11,0,25.900360450524293
u0228::2025-01-13,u0228,2025-01-13 00:52:00,2,1,25.88956794781725
u0135::2025-01-09,u0135,2025-01-09 00:20:00,4,2,25.790716945316845
u0129::2025-01-09,u0129,2025-01-09 03:10:00,5,1,25.773365373553773
u0187::2025-01-21,u0187,2025-01-21 11:24:00,10,2,25.657971172502645
u0145::2025-01-07,u0145,2025-01-07 01:57:00,4,1,25.53386013597846
u0027::2025-01-30,u0027,2025-01-30 02:35:00,4,2,25.5286096893258
u0231::2025-01-30,u0231,2025-01-30 04:14:00,8,1,25.526611309607425
u0017::2025-01-20,u0017,2025-01-20 04:48:00,11,0,25.469851305827163
u0098::2025-01-12,u0098,2025-01-12 08:01:00,6,0,25.380384341358578
u0096::2025-01-27,u0096,2025-01-27 04:02:00,8,0,25.290272642680844
u0119::2025-01-04,u0119,2025-01-04 00:43:00,9,1,25.26885815142378
u0110::2025-01-23,u0110,2025-01-23 01:08:00,6,2,25.198355627409025
u0163::2025-01-27,u0163,2025-01-27 00:29:00,7,0,25.165422156278463
u0185::2025-01-31,u0185,2025-01-31 05:18:00,2,1,25.13544370360748
u0171::2025-01-23,u0171,2025-01-23 08:09:00,10,0,25.13441645019482
u0029::2025-01-19,u0029,2025-01-19 02:23:00,4,2,25.109514073646828
u0007::2025-01-30,u0007,2025-01-30 02:13:00,3,2,25.10738934912638
u0034::2025-01-24,u0034,2025-01-24 05:22:00,7,2,25.071831651673854
u0021::2025-01-20,u0021,2025-01-20 00:39:00,10,2,25.06845123928611
u0098::2025-01-24,u0098,2025-01-24 15:44:00,2,0,24.96392360699676
u0156::2025-01-23,u0156,2025-01-23 04:59:00,11,1,24.87268429997003
u0213::2025-01-25,u0213,2025-01-25 03:42:00,7,2,24.863810968010316
u0000::2025-01-08,u0000,2025-01-08 01:10:00,9,1,24.792886344266954
u0013::2025-01-13,u0013,2025-01-13 01:24:00,2,1,24.78463811035401
u0010::2025-01-28,u0010,2025-01-28 06:09:00,3,0,24.750644038722008
u0067::2025-01-20,u0067,2025-01-20 03:31:00,11,0,24.73588048065946
u0249::2025-01-21,u0249,2025-01-21 00:37:00,4,0,24.706300254775265
u0048::2025-01-31,u0048,2025-01-31 00:14:00,3,0,24.693415961089958
u0033::2025-01-14,u0033,2025-01-14 00:01:00,4,1,24.59283061095376
u0013::2025-01-16,u0013,2025-01-16 08:58:00,2,1,24.57191803165502
u0134::2025-01-26,u0134,2025-01-26 03:41:00,10,1,24.53843053457509
u0064::2025-01-24,u0064,2025-01-24 11:17:00,5,1,24.450529107273624
u0131::2025-01-07,u0131,2025-01-07 04:21:00,7,3,24.380786574756087
u0012::2025-01-21,u0012,2025-01-21 01:46:00,12,0,24.360303207317017
u0115::2025-01-20,u0115,2025-01-20 08:38:00,4,2,24.277403753316968
u0016::2025-01-24,u0016,2025-01-24 03:39:00,4,1,24.243418955164213
u0146::2025-01-13,u0146,2025-01-13 06:10:00,3,1,24.2375487342715
u0033::2025-01-26,u0033,2025-01-26 11:23:00,3,0,24.195340996182626
u0083::2025-01-29,u0083,2025-01-29 06:13:00,9,0,24.194850050778086
u0086::2025-01-20,u0086,2025-01-20 00:13:00,6,3,24.194823799826022
u0166::2025-01-24,u0166,2025-01-24 10:07:00,2,1,24.141669940795033
u0032::2025-01-29,u0032,2025-01-29 00:50:00,7,3,24.12967151354195
u0108::2025-01-30,u0108,2025-01-30 02:45:00,2,0,24.11079891706002
u0205::2025-01-21,u0205,2025-01-21 04:04:00,5,3,24.091131114910844
u0213::2025-01-21,u0213,2025-01-21 01:32:00,6,2,24.077293662791018
u0121::2025-01-01,u0121,2025-01-01 10:37:00,2,1,23.960726586098584
u0222::2025-01-26,u0222,2025-01-26 06:07:00,6,0,23.93620965156046
u0240::2025-01-16,u0240,2025-01-16 00:57:00,11,0,23.81664518677549
u0137::2025-01-23,u0137,2025-01-23 08:04:00,2,1,23.803618524318125
u0036::2025-01-29,u0036,2025-01-29 00:28:00,10,0,23.765794076554368
u0091::2025-01-28,u0091,2025-01-28 04:16:00,7,3,23.71385071212987
u0054::2025-01-11,u0054,2025-01-11 00:18:00,10,2,23.698695671365904
u0248::2025-01-15,u0248,2025-01-15 01:17:00,8,1,23.651226380846236
u0170::2025-01-04,u0170,2025-01-04 12:47:00,3,0,23.60431877787864
u0039::2025-01-25,u0039,2025-01-25 03:30:00,10,0,23.5455154592265
u0247::2025-01-27,u0247,2025-01-27 00:41:00,6,3,23.541746104533015
u0080::2025-01-21,u0080,2025-01-21 02:05:00,8,1,23.530591988721383
u0179::2025-01-16,u0179,2025-01-16 20:49:00,3,0,23.416243943700913
u0070::2025-01-06,u0070,2025-01-06 04:01:00,3,0,23.39413710309305
u0124::2025-01-26,u0124,2025-01-26 00:43:00,11,0,23.368972084189064
u0061::2025-01-21,u0061,2025-01-21 03:59:00,4,1,23.347113692396242
u0000::2025-01-02,u0000,2025-01-02 00:25:00,5,0,23.310675448036463
u0111::2025-01-25,u0111,2025-01-25 07:07:00,6,0,23.302603672929187
u0136::2025-01-12,u0136,2025-01-12 18:59:00,3,0,23.295253175010366
u0112::2025-01-24,u0112,2025-01-24 03:21:00,6,0,23.240169356175315
u0128::2025-01-30,u0128,2025-01-30 04:33:00,11,0,23.238864996727308
u0019::2025-01-06,u0019,2025-01-06 03:47:00,11,0,23.2326135497337
u0144::2025-01-27,u0144,2025-01-27 01:46:00,6,2,23.198142917713103
u0121::2025-01-06,u0121,2025-01-06 00:40:00,8,2,23.197341924865356
u0086::2025-01-31,u0086,2025-01-31 05:00:00,4,0,23.17906468981235
u0106::2025-01-20,u0106,2025-01-20 03:49:00,11,0,23.17596187013799
u0125::2025-01-06,u0125,2025-01-06 01:40:00,7,1,23.165484695750308
u0057::2025-01-22,u0057,2025-01-22 00:00:00,4,0,23.1511364430706
