session_id,user_id,session_start,events,failed_events,score
u0268::2025-02-23,u0268,2025-02-23 07:50:00,12,3,32.03102692806191
u0118::2025-01-26,u0118,2025-01-26 09:06:00,2,0,31.935297574924473
u0373::2025-01-19,u0373,2025-01-19 13:01:00,2,0,31.818154967300853
u0342::2025-01-16,u0342,2025-01-16 13:31:00,3,0,31.780706639209484
u0043::2025-01-16,u0043,2025-01-16 01:18:00,5,0,31.761101188158772
u0377::2025-02-09,u0377,2025-02-09 02:31:00,14,1,31.686647904229517
u0318::2025-02-21,u0318,2025-02-21 01:49:00,7,2,31.659045621774883
u0355::2025-03-01,u0355,2025-03-01 06:09:00,13,3,31.63885221265563
u0009::2025-02-16,u0009,2025-02-16 00:59:00,16,0,31.6335136301054
u0178::2025-01-01,u0178,2025-01-01 22:04:00,3,1,31.55361705313817
u0212::2025-02-12,u0212,2025-02-12 00:52:00,14,3,31.54265615459523
u0223::2025-01-30,u0223,2025-01-30 01:54:00,2,1,31.458463324961855
u0382::2025-02-09,u0382,2025-02-09 01:38:00,14,2,31.446234238537578
u0085::2025-01-04,u0085,2025-01-04 18:54:00,2,1,31.41133836976396
u0361::2025-01-19,u0361,2025-01-19 16:36:00,3,2,31.37470884319221
u0093::2025-02-13,u0093,2025-02-13 02:17:00,10,3,31.341084000875203
u0039::2025-02-09,u0039,2025-02-09 00:43:00,12,3,31.31156671565866
u0167::2025-01-07,u0167,2025-01-07 02:22:00,2,1,31.308485210595272
u0345::2025-02-07,u0345,2025-02-07 01:38:00,16,0,31.232448582656065
u0059::2025-02-11,u0059,2025-02-11 00:06:00,13,0,31.21317247201015
u0174::2025-01-10,u0174,2025-01-10 01:08:00,4,1,31.197631132843743
u0068::2025-01-28,u0068,2025-01-28 01:30:00,12,3,31.197593164764072
u0034::2025-02-22,u0034,2025-02-22 15:29:00,10,0,31.155151962602297
u0288::2025-02-21,u0288,2025-02-21 02:40:00,13,3,31.10743442980453
u0288::2025-02-27,u0288,2025-02-27 00:21:00,12,1,31.063067356860902
u0153::2025-02-19,u0153,2025-02-19 09:07:00,8,4,31.04593015609558
u0328::2025-01-20,u0328,2025-01-20 09:37:00,12,2,31.027888065926412
u0390::2025-02-28,u0390,2025-02-28 04:18:00,4,1,31.003552045680394
u0062::2025-02-18,u0062,2025-02-18 00:40:00,15,2,30.909790387403156
u0068::2025-03-01,u0068,2025-03-01 00:22:00,9,4,30.890313078742693
u0059::2025-02-07,u0059,2025-02-07 01:31:00,15,0,30.856654293724787
u0334::2025-02-15,u0334,2025-02-15 00:11:00,15,2,30.833168899225498
u0342::2025-02-07,u0342,2025-02-07 03:12:00,14,2,30.803404952038406
u0021::2025-02-25,u0021,2025-02-25 00:19:00,10,2,30.801374832668856
u0181::2025-01-14,u0181,2025-01-14 01:19:00,16,0,30.793227026852477
u0065::2025-02-15,u0065,2025-02-15 03:35:00,10,2,30.788093886723935
u0323::2025-03-02,u0323,2025-03-02 00:20:00,2,1,30.780488560328752
u0179::2025-01-04,u0179,2025-01-04 02:09:00,15,2,30.740916044126323
u0368::2025-02-20,u0368,2025-02-20 01:58:00,16,0,30.671389761302162
u0327::2025-02-11,u0327,2025-02-11 05:05:00,2,1,30.67120047767309
u0043::2025-01-05,u0043,2025-01-05 06:10:00,4,1,30.66522228127942
u0101::2025-02-03,u0101,2025-02-03 17:03:00,6,2,30.65544414360447
u0156::2025-01-25,u0156,2025-01-25 13:49:00,2,1,30.645057670737152
u0097::2025-01-16,u0097,2025-01-16 09:47:00,2,1,30.621606590111654
u0227::2025-01-28,u0227,2025-01-28 00:02:00,2,0,30.614931312382097
u0144::2025-01-17,u0144,2025-01-17 07:45:00,2,0,30.592983770053998
u0158::2025-01-01,u0158,2025-01-01 21:27:00,2,0,30.578967067917105
u0041::2025-02-20,u0041,2025-02-20 02:18:00,13,3,30.548756535525197
u0135::2025-02-24,u0135,2025-02-24 01:29:00,17,1,30.460373377679282
u0251::2025-02-17,u0251,2025-02-17 00:34:00,13,3,30.458006612224192
u0398::2025-01-17,u0398,2025-01-17 04:27:00,5,0,30.391887035428205
u0284::2025-03-02,u0284,2025-03-02 03:30:00,2,1,30.33494945047115
